node_aa,grid_id,chi_hat,l_r_hat,l_f_hat,l_R,l_F,l_R_new,l_F_new,lr_pct,lf_pct,dist_center_km,delta_residents,delta_workers
88,sq_12_41,0.9998669097242988,1.0002249496962643,0.999790728390596,1658.0,378.0,1658.3729665964063,377.9208953316453,0.022494969626429828,-0.02092716094039826,50.01503913162574,0.37296659640628604,-0.07910466835471652
89,sq_12_42,0.9998669097242988,1.0480349487695506,0.9818417213018656,1706.0,641.0,1787.9476226008533,629.3605433544959,4.803494876955061,-1.8158278698134356,50.46451875430919,81.94762260085326,-11.639456645504083
90,sq_12_43,0.9998669097242988,1.0000841921757908,0.9997713468519333,929.0,2149.0,929.0782145313096,2148.5086243848045,0.008419217579080929,-0.022865314806674863,51.01410281382461,0.07821453130964073,-0.4913756151954658
91,sq_12_44,0.9998669097242988,0.9998819270227668,0.999942700736598,1180.0,332.0,1179.8606738868648,331.98097664455054,-0.011807297723320787,-0.005729926340203306,51.66059595361449,-0.13932611313521193,-0.019023355449462542
92,sq_12_45,0.9998669097242988,0.9998814668888304,0.9999427871756968,849.0,1015.0,848.899365388617,1014.9419289833323,-0.01185331111696053,-0.005721282430315444,52.40041087076663,-0.1006346113830432,-0.05807101666766812
93,sq_12_46,0.9998669097242988,0.9998811572383572,0.9999429733441813,577.0,431.0,576.9314277265321,430.9754215113421,-0.011884276164275676,-0.005702665581874822,53.22965608671408,-0.06857227346790751,-0.02457848865788037
94,sq_12_47,0.9998669097242988,0.9998813852565344,0.9999428792772304,890.0,583.0,889.8944328783156,582.9666986186253,-0.011861474346563927,-0.005712072276964353,54.14422229317312,-0.10556712168443028,-0.033301381374712946
95,sq_12_48,0.9998669097242988,0.9998794854614632,0.9999435759419448,694.0,188.0,693.9163629102554,187.98939227708564,-0.012051453853678673,-0.0056424058055171145,55.139863767519635,-0.0836370897445704,-0.010607722914357964
96,sq_12_50,0.9998669097242988,0.9998816829526788,0.9999427682516387,1799.0,1870.0,1798.7871476318692,1869.8929766305644,-0.011831704732123693,-0.005723174836125278,57.35714166836723,-0.2128523681308252,-0.1070233694356375
97,sq_12_51,0.9998669097242988,0.9998813530078492,0.9999428933682502,1572.0,1468.0,1571.813486928339,1467.9161674645911,-0.011864699215080599,-0.005710663174984809,58.570222715452246,-0.18651307166101105,-0.08383253540887381
98,sq_12_52,0.9998669097242988,0.999879965519495,0.9999434066948648,549.0,223.0,548.9341010702027,222.98737969295485,-0.012003448050501575,-0.0056593305135188565,59.84736745762299,-0.06589892979729939,-0.012620307045153822
99,sq_12_53,0.9998669097242988,0.9998809480995096,0.9999430102819435,569.0,320.0,568.9322594686209,319.9817632902219,-0.011905190049044112,-0.005698971805645492,61.18456411909602,-0.06774053137905867,-0.018236709778079785
100,sq_12_54,0.9998669097242988,0.999880485039754,0.9999431917568984,595.0,472.0,594.9288885986537,471.97318650925604,-0.011951496024598107,-0.00568082431016137,62.250642689092814,-0.07111140134634297,-0.026813490743961665
101,sq_13_10,0.9998669097242988,0.9998819270227666,0.9999427007365984,18.0,25.0,17.997874686409798,24.99856751841496,-0.011807297723342991,-0.005729926340158897,78.3627670311466,-0.0021253135902021825,-0.0014324815850415007
102,sq_13_11,0.9998669097242988,0.999881927022766,0.9999427007365976,78.0,108.0,77.99079030777575,107.99381167955255,-0.011807297723398502,-0.005729926340236613,76.53158423067079,-0.009209692224246169,-0.006188320447449769
103,sq_13_12,0.9998669097242988,0.9998819270227666,0.9999427007365984,34.0,135.0,33.99598551877406,134.99226459944077,-0.011807297723342991,-0.005729926340158897,74.72651523297105,-0.004014481225937061,-0.007735400559226946
